Lead ID,Location,College,Year of Study,Program Interest,Lead Source,Converted
LD419,Bangalore,LMN College,4th,Robotics,Instagram,0
LD420,Delhi,ABC Institute,2nd,Electric Vehicle,LinkedIn,1
LD421,Bangalore,XYZ University,2nd,Electric Vehicle,Mass-Mailing,1
LD422,Delhi,XYZ University,2nd,AI,Mass-Mailing,1
LD423,Surat,LMN College,3rd,Robotics,LinkedIn,0
LD424,Mumbai,PQR University,2nd,Data Science,Google Form,0
LD425,Ahmedabad,PQR University,3rd,Data Science,Whatsapp,0
LD426,Ahmedabad,XYZ University,1st,AI,Google Form,0
LD427,Bangalore,PQR University,1st,Electric Vehicle,Instagram,0
LD428,Ahmedabad,ABC Institute,4th,Robotics,Whatsapp,1
LD429,Surat,ABC Institute,2nd,AI,Mass-Mailing,0
LD430,Mumbai,LMN College,4th,Data Science,LinkedIn,0
LD431,Delhi,ABC Institute,3rd,AI,Mass-Mailing,0
LD432,Ahmedabad,PQR University,4th,Data Science,LinkedIn,1
LD433,Surat,XYZ University,2nd,Data Science,College Collaboration,0
LD434,Surat,LMN College,1st,Data Science,Instagram,0
LD435,Mumbai,XYZ University,2nd,Electric Vehicle,LinkedIn,0
LD436,Ahmedabad,LMN College,1st,Electric Vehicle,College Collaboration,1
LD437,Bangalore,XYZ University,4th,AI,LinkedIn,0
LD438,Bangalore,ABC Institute,2nd,Electric Vehicle,Instagram,1
LD439,Ahmedabad,PQR University,4th,Data Science,Google Form,1
LD440,Delhi,XYZ University,2nd,Robotics,Mass-Mailing,0
LD441,Bangalore,PQR University,4th,Robotics,Whatsapp,0
LD442,Surat,ABC Institute,1st,Data Science,College Collaboration,1
LD443,Delhi,LMN College,1st,Data Science,Whatsapp,0
LD444,Delhi,XYZ University,3rd,AI,Mass-Mailing,0
LD445,Mumbai,ABC Institute,3rd,Data Science,Instagram,1
LD446,Ahmedabad,LMN College,2nd,Electric Vehicle,Google Form,1
LD447,Surat,ABC Institute,4th,Robotics,LinkedIn,1
LD448,Mumbai,LMN College,2nd,Robotics,LinkedIn,1
LD449,Bangalore,LMN College,2nd,Data Science,LinkedIn,0
LD450,Surat,ABC Institute,3rd,Robotics,Google Form,0
LD451,Bangalore,XYZ University,4th,Data Science,Whatsapp,1
LD452,Ahmedabad,LMN College,4th,Robotics,Google Form,0
LD453,Surat,ABC Institute,4th,AI,Instagram,0
LD454,Bangalore,LMN College,2nd,Data Science,LinkedIn,1
LD455,Mumbai,ABC Institute,2nd,Data Science,Google Form,0
LD456,Ahmedabad,XYZ University,1st,AI,Whatsapp,0
LD457,Bangalore,PQR University,4th,AI,Whatsapp,0
LD458,Delhi,XYZ University,3rd,Electric Vehicle,Whatsapp,0
LD459,Ahmedabad,XYZ University,2nd,Electric Vehicle,Google Form,0
LD460,Mumbai,XYZ University,3rd,AI,Google Form,0
LD461,Bangalore,XYZ University,3rd,Data Science,College Collaboration,0
LD462,Surat,ABC Institute,1st,Robotics,College Collaboration,0
LD463,Bangalore,LMN College,1st,Robotics,Instagram,1
LD464,Bangalore,ABC Institute,4th,Robotics,College Collaboration,0
LD465,Bangalore,XYZ University,1st,AI,Whatsapp,1
LD466,Bangalore,PQR University,2nd,AI,Whatsapp,0
LD467,Surat,PQR University,4th,Electric Vehicle,Mass-Mailing,0
LD468,Bangalore,ABC Institute,3rd,Electric Vehicle,Whatsapp,1
LD469,Bangalore,LMN College,4th,Robotics,Google Form,0
LD470,Bangalore,PQR University,2nd,Data Science,Mass-Mailing,1
LD471,Bangalore,XYZ University,4th,Electric Vehicle,Whatsapp,0
LD472,Ahmedabad,XYZ University,2nd,Robotics,College Collaboration,1
LD473,Delhi,PQR University,2nd,Data Science,LinkedIn,0
LD474,Ahmedabad,ABC Institute,3rd,Robotics,Google Form,1
LD475,Delhi,PQR University,1st,Data Science,Google Form,0
LD476,Delhi,PQR University,3rd,Robotics,LinkedIn,1
LD477,Ahmedabad,LMN College,3rd,Data Science,Google Form,0
LD478,Ahmedabad,PQR University,2nd,AI,Google Form,0
LD479,Surat,XYZ University,1st,Robotics,Mass-Mailing,1
LD480,Surat,ABC Institute,1st,Electric Vehicle,Instagram,0
LD481,Delhi,LMN College,2nd,Electric Vehicle,Instagram,0
LD482,Surat,PQR University,2nd,Electric Vehicle,Instagram,0
LD483,Mumbai,ABC Institute,4th,Electric Vehicle,LinkedIn,0
LD484,Delhi,LMN College,4th,Data Science,College Collaboration,0
LD485,Bangalore,PQR University,1st,Electric Vehicle,College Collaboration,0
LD486,Surat,PQR University,2nd,Electric Vehicle,Whatsapp,1
LD487,Ahmedabad,XYZ University,4th,AI,Mass-Mailing,0
LD488,Delhi,LMN College,1st,Data Science,Mass-Mailing,0
LD489,Delhi,LMN College,1st,Electric Vehicle,Google Form,1
LD490,Ahmedabad,PQR University,2nd,Robotics,College Collaboration,1
LD491,Surat,XYZ University,1st,Electric Vehicle,Instagram,0
LD492,Mumbai,LMN College,4th,AI,College Collaboration,0
LD493,Delhi,ABC Institute,2nd,Robotics,Whatsapp,0
LD494,Bangalore,ABC Institute,2nd,AI,LinkedIn,0
LD495,Delhi,ABC Institute,2nd,AI,Google Form,0
LD496,Mumbai,PQR University,4th,Electric Vehicle,Whatsapp,0
LD497,Surat,PQR University,4th,AI,Instagram,0
LD498,Ahmedabad,LMN College,3rd,Electric Vehicle,LinkedIn,0
LD499,Delhi,PQR University,3rd,Robotics,LinkedIn,1
LD500,Mumbai,ABC Institute,2nd,AI,Google Form,1
LD501,Surat,ABC Institute,1st,Robotics,Whatsapp,0
LD502,Delhi,LMN College,3rd,AI,Mass-Mailing,0
LD503,Mumbai,PQR University,3rd,Robotics,LinkedIn,0
LD504,Bangalore,XYZ University,3rd,AI,Mass-Mailing,1
LD505,Delhi,LMN College,4th,AI,Whatsapp,0
LD506,Mumbai,XYZ University,1st,Data Science,LinkedIn,0
LD507,Surat,ABC Institute,3rd,Data Science,Google Form,1
LD508,Bangalore,PQR University,3rd,AI,College Collaboration,1
LD509,Delhi,PQR University,3rd,Data Science,Google Form,1
LD510,Mumbai,LMN College,4th,Robotics,Instagram,1
LD511,Surat,LMN College,2nd,Robotics,Mass-Mailing,0
LD512,Mumbai,ABC Institute,4th,AI,Whatsapp,0
LD513,Surat,XYZ University,4th,AI,Instagram,1
LD514,Mumbai,LMN College,1st,Robotics,Google Form,1
LD515,Mumbai,LMN College,1st,AI,College Collaboration,0
LD516,Surat,XYZ University,4th,Data Science,Mass-Mailing,0
LD517,Bangalore,ABC Institute,1st,Robotics,LinkedIn,0
LD518,Ahmedabad,LMN College,3rd,Robotics,LinkedIn,1
LD519,Mumbai,XYZ University,1st,Data Science,LinkedIn,1
LD520,Mumbai,LMN College,4th,Electric Vehicle,Mass-Mailing,0
LD521,Ahmedabad,LMN College,3rd,Electric Vehicle,Google Form,0
LD522,Mumbai,LMN College,2nd,AI,LinkedIn,0
LD523,Delhi,LMN College,2nd,Robotics,College Collaboration,1
LD524,Delhi,ABC Institute,2nd,Electric Vehicle,LinkedIn,1
LD525,Delhi,XYZ University,2nd,Data Science,Google Form,1
LD526,Surat,ABC Institute,3rd,Data Science,Google Form,0
LD527,Delhi,ABC Institute,1st,Data Science,Instagram,0
LD528,Surat,XYZ University,2nd,Electric Vehicle,Google Form,0
LD529,Bangalore,PQR University,2nd,Data Science,Instagram,0
LD530,Delhi,LMN College,2nd,Robotics,Google Form,1
LD531,Ahmedabad,ABC Institute,3rd,Electric Vehicle,Google Form,1
LD532,Ahmedabad,ABC Institute,2nd,AI,Google Form,1
LD533,Mumbai,LMN College,1st,Electric Vehicle,Whatsapp,1
LD534,Ahmedabad,LMN College,2nd,Data Science,Whatsapp,0
LD535,Delhi,ABC Institute,4th,Data Science,College Collaboration,1
LD536,Surat,LMN College,1st,Electric Vehicle,Instagram,1
LD537,Mumbai,LMN College,2nd,Electric Vehicle,College Collaboration,1
LD538,Mumbai,ABC Institute,2nd,Data Science,Google Form,0
LD539,Delhi,LMN College,1st,Robotics,College Collaboration,0
LD540,Mumbai,XYZ University,4th,Electric Vehicle,Google Form,0
LD541,Surat,LMN College,3rd,AI,College Collaboration,1
LD542,Surat,PQR University,3rd,Robotics,Whatsapp,0
LD543,Ahmedabad,XYZ University,2nd,Electric Vehicle,LinkedIn,0
LD544,Ahmedabad,PQR University,2nd,AI,College Collaboration,0
LD545,Surat,XYZ University,3rd,AI,College Collaboration,0
LD546,Surat,ABC Institute,3rd,AI,College Collaboration,0
LD547,Ahmedabad,LMN College,4th,Electric Vehicle,Instagram,0
LD548,Surat,PQR University,2nd,Electric Vehicle,LinkedIn,0
LD549,Ahmedabad,LMN College,2nd,Electric Vehicle,College Collaboration,0
LD550,Mumbai,XYZ University,3rd,Electric Vehicle,College Collaboration,1
LD551,Mumbai,XYZ University,3rd,Electric Vehicle,Whatsapp,0
LD552,Delhi,XYZ University,2nd,Data Science,Whatsapp,1
LD553,Bangalore,LMN College,2nd,AI,Mass-Mailing,0
LD554,Delhi,ABC Institute,4th,Robotics,College Collaboration,0
LD555,Mumbai,ABC Institute,2nd,AI,Mass-Mailing,1
LD556,Ahmedabad,XYZ University,4th,Data Science,College Collaboration,0
LD557,Surat,PQR University,3rd,AI,Google Form,0
LD558,Ahmedabad,XYZ University,4th,Electric Vehicle,Instagram,0
LD559,Delhi,XYZ University,1st,Electric Vehicle,Whatsapp,1
LD560,Bangalore,LMN College,1st,AI,Whatsapp,0
LD561,Ahmedabad,XYZ University,2nd,AI,Mass-Mailing,1
LD562,Delhi,PQR University,1st,AI,College Collaboration,0
LD563,Ahmedabad,XYZ University,4th,Electric Vehicle,Whatsapp,0
LD564,Delhi,ABC Institute,4th,Robotics,Instagram,0
LD565,Delhi,ABC Institute,1st,Electric Vehicle,Google Form,0
LD566,Ahmedabad,ABC Institute,2nd,Robotics,LinkedIn,0
LD567,Delhi,PQR University,1st,Data Science,Google Form,0
LD568,Surat,ABC Institute,2nd,AI,College Collaboration,0
LD569,Delhi,PQR University,2nd,Electric Vehicle,Google Form,1
LD570,Bangalore,LMN College,4th,Robotics,Whatsapp,0
LD571,Surat,XYZ University,4th,Electric Vehicle,Google Form,0
LD572,Delhi,ABC Institute,1st,Electric Vehicle,Instagram,1
LD573,Surat,XYZ University,2nd,Robotics,LinkedIn,0
LD574,Ahmedabad,PQR University,1st,Robotics,Instagram,0
LD575,Mumbai,ABC Institute,2nd,AI,Mass-Mailing,1
LD576,Bangalore,ABC Institute,4th,Data Science,Instagram,1
LD577,Bangalore,ABC Institute,3rd,Data Science,Instagram,0
LD578,Mumbai,PQR University,4th,Robotics,LinkedIn,1
LD579,Surat,ABC Institute,3rd,Robotics,Google Form,0
LD580,Ahmedabad,ABC Institute,2nd,Data Science,Instagram,0
LD581,Mumbai,PQR University,3rd,Data Science,LinkedIn,0
LD582,Ahmedabad,PQR University,4th,Robotics,Instagram,1
LD583,Bangalore,LMN College,3rd,Robotics,LinkedIn,0
LD584,Surat,ABC Institute,2nd,Data Science,Whatsapp,0
LD585,Delhi,XYZ University,2nd,Data Science,LinkedIn,0
LD586,Delhi,ABC Institute,2nd,AI,LinkedIn,0
LD587,Mumbai,PQR University,1st,AI,Mass-Mailing,0
LD588,Mumbai,LMN College,3rd,Robotics,Mass-Mailing,0
LD589,Delhi,ABC Institute,2nd,Data Science,LinkedIn,0
LD590,Surat,LMN College,2nd,AI,LinkedIn,0
LD591,Bangalore,PQR University,2nd,Robotics,College Collaboration,0
LD592,Delhi,ABC Institute,4th,Electric Vehicle,College Collaboration,0
LD593,Mumbai,XYZ University,1st,Robotics,Instagram,0
LD594,Delhi,LMN College,2nd,AI,Mass-Mailing,0
LD595,Bangalore,LMN College,1st,Data Science,Instagram,1
LD596,Delhi,LMN College,4th,Data Science,LinkedIn,0
LD597,Surat,XYZ University,3rd,Electric Vehicle,Whatsapp,0
LD598,Ahmedabad,XYZ University,3rd,Robotics,Mass-Mailing,0
LD599,Delhi,LMN College,3rd,Robotics,Instagram,0
LD600,Delhi,ABC Institute,1st,Data Science,College Collaboration,0
LD601,Mumbai,XYZ University,1st,AI,Google Form,0
LD602,Delhi,PQR University,4th,Data Science,College Collaboration,0
LD603,Surat,PQR University,2nd,Data Science,Instagram,0
LD604,Surat,XYZ University,4th,Robotics,College Collaboration,0
LD605,Ahmedabad,ABC Institute,4th,Robotics,Instagram,0
LD606,Mumbai,PQR University,3rd,Electric Vehicle,Mass-Mailing,0
LD607,Bangalore,ABC Institute,2nd,Robotics,Mass-Mailing,0
LD608,Delhi,LMN College,2nd,Electric Vehicle,Whatsapp,0
LD609,Delhi,XYZ University,3rd,Robotics,Whatsapp,0
LD610,Bangalore,XYZ University,2nd,AI,Mass-Mailing,0
LD611,Ahmedabad,PQR University,1st,Electric Vehicle,College Collaboration,0
LD612,Ahmedabad,PQR University,4th,Data Science,Instagram,1
LD613,Ahmedabad,ABC Institute,2nd,Data Science,LinkedIn,0
LD614,Delhi,XYZ University,4th,Electric Vehicle,Instagram,0
LD615,Surat,XYZ University,2nd,Electric Vehicle,Whatsapp,1
LD616,Ahmedabad,XYZ University,2nd,Robotics,Whatsapp,1
LD617,Bangalore,ABC Institute,2nd,Data Science,Instagram,0
LD618,Ahmedabad,LMN College,3rd,Electric Vehicle,Instagram,0
LD619,Delhi,ABC Institute,3rd,Electric Vehicle,Google Form,1
LD620,Bangalore,PQR University,1st,Robotics,Mass-Mailing,1
LD621,Ahmedabad,ABC Institute,2nd,Robotics,College Collaboration,0
LD622,Surat,XYZ University,4th,Robotics,Whatsapp,0
LD623,Ahmedabad,PQR University,3rd,Robotics,Google Form,0
LD624,Ahmedabad,ABC Institute,4th,Data Science,Instagram,0
LD625,Surat,PQR University,4th,Data Science,LinkedIn,0
LD626,Mumbai,PQR University,1st,Electric Vehicle,Instagram,0
LD627,Surat,XYZ University,1st,Data Science,Whatsapp,0
LD628,Ahmedabad,LMN College,3rd,AI,Instagram,1
LD629,Surat,PQR University,3rd,Data Science,College Collaboration,0
LD630,Surat,PQR University,1st,AI,LinkedIn,0
LD631,Surat,LMN College,1st,AI,LinkedIn,1
LD632,Bangalore,XYZ University,1st,Robotics,Mass-Mailing,1
LD633,Ahmedabad,XYZ University,2nd,Data Science,Whatsapp,0
LD634,Ahmedabad,LMN College,2nd,Electric Vehicle,Whatsapp,0
LD635,Mumbai,LMN College,2nd,Electric Vehicle,Instagram,0
LD636,Mumbai,ABC Institute,2nd,Robotics,Mass-Mailing,0
LD637,Surat,XYZ University,3rd,AI,Google Form,0
LD638,Delhi,LMN College,1st,Robotics,Whatsapp,0
LD639,Bangalore,PQR University,3rd,Data Science,Mass-Mailing,0
LD640,Ahmedabad,ABC Institute,4th,Robotics,LinkedIn,0
LD641,Ahmedabad,ABC Institute,3rd,Robotics,LinkedIn,0
LD642,Ahmedabad,XYZ University,3rd,Robotics,Mass-Mailing,0
LD643,Ahmedabad,XYZ University,4th,Data Science,College Collaboration,0
LD644,Ahmedabad,PQR University,3rd,Robotics,LinkedIn,0
LD645,Delhi,ABC Institute,1st,Data Science,Mass-Mailing,0
LD646,Mumbai,PQR University,1st,Electric Vehicle,Google Form,1
LD647,Delhi,PQR University,4th,Data Science,Whatsapp,0
LD648,Mumbai,ABC Institute,2nd,AI,LinkedIn,0
LD649,Ahmedabad,PQR University,3rd,Robotics,LinkedIn,1
LD650,Bangalore,PQR University,1st,Robotics,Instagram,0
LD651,Mumbai,ABC Institute,3rd,Data Science,College Collaboration,0
LD652,Mumbai,PQR University,1st,Robotics,College Collaboration,0
LD653,Delhi,PQR University,3rd,AI,Instagram,0
LD654,Delhi,PQR University,4th,AI,Whatsapp,1
LD655,Delhi,ABC Institute,1st,Robotics,LinkedIn,0
LD656,Mumbai,PQR University,1st,AI,Google Form,0
LD657,Delhi,XYZ University,2nd,Data Science,College Collaboration,0
LD658,Surat,XYZ University,3rd,Data Science,Google Form,0
LD659,Delhi,LMN College,4th,AI,College Collaboration,0
LD660,Mumbai,XYZ University,4th,AI,Whatsapp,0
LD661,Surat,XYZ University,3rd,Data Science,College Collaboration,0
LD662,Bangalore,ABC Institute,4th,Data Science,Whatsapp,1
LD663,Ahmedabad,ABC Institute,3rd,AI,College Collaboration,0
LD664,Mumbai,ABC Institute,4th,AI,College Collaboration,0
LD665,Mumbai,XYZ University,3rd,AI,College Collaboration,0
LD666,Bangalore,LMN College,4th,Robotics,Whatsapp,0
LD667,Surat,PQR University,4th,Electric Vehicle,Whatsapp,0
LD668,Bangalore,LMN College,4th,AI,LinkedIn,0
LD669,Ahmedabad,ABC Institute,2nd,AI,Whatsapp,0
LD670,Bangalore,XYZ University,2nd,Data Science,Google Form,0
LD671,Mumbai,PQR University,3rd,Robotics,College Collaboration,0
LD672,Ahmedabad,LMN College,3rd,Electric Vehicle,College Collaboration,1
LD673,Surat,LMN College,4th,Electric Vehicle,Google Form,0
LD674,Bangalore,PQR University,2nd,Electric Vehicle,Whatsapp,0
LD675,Ahmedabad,ABC Institute,1st,Robotics,Google Form,0
LD676,Surat,PQR University,4th,Data Science,Mass-Mailing,1
LD677,Bangalore,XYZ University,3rd,AI,Google Form,0
LD678,Ahmedabad,PQR University,2nd,Data Science,Instagram,0
LD679,Delhi,PQR University,2nd,Data Science,Google Form,1
LD680,Ahmedabad,XYZ University,3rd,Robotics,LinkedIn,1
LD681,Delhi,PQR University,1st,Robotics,Mass-Mailing,1
LD682,Mumbai,LMN College,2nd,Data Science,Whatsapp,0
LD683,Ahmedabad,XYZ University,4th,AI,Google Form,0
LD684,Delhi,LMN College,2nd,AI,Google Form,0
LD685,Mumbai,ABC Institute,1st,Robotics,Mass-Mailing,1
LD686,Bangalore,ABC Institute,3rd,AI,Google Form,0
LD687,Mumbai,PQR University,4th,Robotics,College Collaboration,0
LD688,Mumbai,ABC Institute,3rd,Robotics,Instagram,0
LD689,Surat,LMN College,4th,AI,College Collaboration,1
LD690,Surat,XYZ University,2nd,Data Science,Instagram,0
LD691,Mumbai,PQR University,4th,Electric Vehicle,Whatsapp,0
LD692,Delhi,XYZ University,2nd,Data Science,Google Form,0
LD693,Bangalore,PQR University,3rd,Robotics,LinkedIn,0
LD694,Bangalore,LMN College,1st,Electric Vehicle,LinkedIn,0
LD695,Mumbai,LMN College,3rd,AI,LinkedIn,0
LD696,Ahmedabad,ABC Institute,2nd,Electric Vehicle,Whatsapp,0
LD697,Surat,LMN College,1st,Data Science,Google Form,0
LD698,Delhi,ABC Institute,2nd,AI,Whatsapp,0
LD699,Delhi,XYZ University,2nd,Electric Vehicle,Mass-Mailing,0
LD700,Delhi,LMN College,4th,Robotics,College Collaboration,0
LD701,Delhi,LMN College,4th,AI,College Collaboration,0
LD702,Mumbai,PQR University,3rd,Electric Vehicle,Whatsapp,0
LD703,Mumbai,LMN College,4th,AI,College Collaboration,0
LD704,Delhi,LMN College,4th,Electric Vehicle,Instagram,0
LD705,Ahmedabad,PQR University,3rd,AI,Google Form,0
LD706,Ahmedabad,LMN College,1st,Robotics,LinkedIn,1
LD707,Mumbai,LMN College,4th,Robotics,Instagram,0
LD708,Surat,PQR University,2nd,Robotics,Instagram,1
LD709,Bangalore,LMN College,4th,Data Science,College Collaboration,0
LD710,Delhi,ABC Institute,3rd,AI,LinkedIn,0
LD711,Surat,XYZ University,2nd,Data Science,Instagram,1
LD712,Delhi,XYZ University,1st,AI,LinkedIn,0
LD713,Mumbai,LMN College,3rd,Electric Vehicle,Instagram,0
LD714,Ahmedabad,ABC Institute,3rd,AI,LinkedIn,0
LD715,Surat,ABC Institute,3rd,AI,Whatsapp,0
LD716,Bangalore,PQR University,3rd,Data Science,Whatsapp,1
LD717,Ahmedabad,PQR University,2nd,Electric Vehicle,LinkedIn,1
LD718,Bangalore,PQR University,2nd,Robotics,Whatsapp,1
LD719,Mumbai,LMN College,1st,Data Science,Instagram,0
LD720,Delhi,LMN College,1st,Robotics,Google Form,1
LD721,Ahmedabad,PQR University,4th,AI,Whatsapp,1
LD722,Ahmedabad,PQR University,3rd,Data Science,Mass-Mailing,0
LD723,Ahmedabad,LMN College,3rd,Robotics,Whatsapp,0
LD724,Delhi,LMN College,2nd,Robotics,Whatsapp,1
LD725,Mumbai,LMN College,4th,AI,LinkedIn,0
LD726,Delhi,XYZ University,2nd,Robotics,Mass-Mailing,1
LD727,Surat,PQR University,4th,Electric Vehicle,Mass-Mailing,0
LD728,Mumbai,PQR University,3rd,Robotics,Mass-Mailing,1
LD729,Ahmedabad,LMN College,1st,Electric Vehicle,College Collaboration,0
LD730,Mumbai,ABC Institute,3rd,Data Science,College Collaboration,0
LD731,Surat,LMN College,4th,AI,Mass-Mailing,0
LD732,Ahmedabad,ABC Institute,3rd,Data Science,Whatsapp,1
LD733,Mumbai,PQR University,2nd,AI,Google Form,0
LD734,Surat,ABC Institute,2nd,AI,College Collaboration,0
LD735,Surat,PQR University,1st,Data Science,Mass-Mailing,0
LD736,Delhi,PQR University,4th,AI,Instagram,1
LD737,Surat,XYZ University,2nd,Data Science,College Collaboration,0
LD738,Surat,XYZ University,1st,Robotics,Whatsapp,1
LD739,Delhi,ABC Institute,2nd,AI,Instagram,0
LD740,Surat,ABC Institute,4th,AI,LinkedIn,0
LD741,Delhi,LMN College,4th,AI,College Collaboration,0
LD742,Mumbai,XYZ University,1st,Data Science,College Collaboration,0
LD743,Mumbai,LMN College,2nd,Data Science,Google Form,1
LD744,Surat,PQR University,1st,AI,Whatsapp,0
LD745,Ahmedabad,ABC Institute,2nd,AI,Whatsapp,0
LD746,Mumbai,LMN College,1st,Electric Vehicle,Whatsapp,1
LD747,Surat,ABC Institute,3rd,AI,Instagram,0
LD748,Ahmedabad,LMN College,2nd,Data Science,Instagram,0
LD749,Ahmedabad,XYZ University,2nd,Electric Vehicle,Mass-Mailing,1
LD750,Mumbai,PQR University,3rd,Electric Vehicle,Whatsapp,0
LD751,Surat,PQR University,3rd,Robotics,Whatsapp,0
LD752,Mumbai,PQR University,2nd,Electric Vehicle,Instagram,1
LD753,Delhi,LMN College,3rd,Electric Vehicle,Whatsapp,0
LD754,Delhi,LMN College,2nd,Robotics,Mass-Mailing,0
LD755,Ahmedabad,XYZ University,3rd,Robotics,Instagram,0
LD756,Ahmedabad,XYZ University,2nd,AI,Instagram,1
LD757,Surat,ABC Institute,3rd,AI,Whatsapp,0
LD758,Bangalore,LMN College,2nd,Data Science,LinkedIn,0
LD759,Bangalore,LMN College,2nd,Data Science,Google Form,1
LD760,Ahmedabad,ABC Institute,3rd,AI,Google Form,1
LD761,Mumbai,XYZ University,3rd,Data Science,College Collaboration,0
LD762,Bangalore,LMN College,2nd,Data Science,LinkedIn,0
LD763,Ahmedabad,XYZ University,2nd,Robotics,LinkedIn,0
LD764,Surat,LMN College,1st,Electric Vehicle,College Collaboration,1
LD765,Delhi,PQR University,4th,AI,Mass-Mailing,0
LD766,Surat,PQR University,3rd,AI,Whatsapp,0
LD767,Delhi,ABC Institute,3rd,Robotics,Google Form,1
LD768,Mumbai,ABC Institute,1st,Robotics,Whatsapp,1
LD769,Mumbai,LMN College,2nd,Electric Vehicle,Google Form,0
LD770,Delhi,LMN College,2nd,Robotics,Mass-Mailing,1
LD771,Mumbai,ABC Institute,4th,Robotics,Whatsapp,0
LD772,Bangalore,PQR University,4th,Data Science,College Collaboration,1
LD773,Surat,LMN College,2nd,Electric Vehicle,Google Form,0
LD774,Ahmedabad,XYZ University,4th,Electric Vehicle,Mass-Mailing,0
LD775,Surat,LMN College,4th,Data Science,Whatsapp,1
LD776,Ahmedabad,PQR University,2nd,Data Science,LinkedIn,0
LD777,Mumbai,PQR University,4th,Data Science,Google Form,0
LD778,Mumbai,ABC Institute,2nd,Electric Vehicle,Google Form,1
LD779,Surat,LMN College,2nd,AI,Instagram,1
LD780,Delhi,LMN College,4th,Electric Vehicle,LinkedIn,0
LD781,Bangalore,PQR University,2nd,Data Science,Whatsapp,0
LD782,Ahmedabad,XYZ University,2nd,Data Science,Google Form,0
LD783,Ahmedabad,PQR University,4th,Electric Vehicle,Google Form,0
